"scientificName","Family","nativeStatus","plantOrigin"
"Amaranthus polygonoides","Amaranthaceae","L48(N)VI(I)","native"
"Amaranthus powellii","Amaranthaceae","L48(N)CAN(N)","native"
"Amaranthus powellii ssp. bouchonii","Amaranthaceae","L48(N)","native"
"Amaranthus powellii ssp. powellii","Amaranthaceae","L48(N)CAN(N)","native"
"Amaranthus pringlei","Amaranthaceae","L48(N)","native"
"Amaranthus pumilus","Amaranthaceae","L48(N)","native"
"Amaranthus retroflexus","Amaranthaceae","L48(N)AK(I)HI(I)CAN(I)SPM(I)","native"
"Amaranthus scleropoides","Amaranthaceae","L48(N)","native"
"Amaranthus spinosus","Amaranthaceae","L48(N)HI(I)PR(N)VI(N)CAN(I)","native"
"Amaranthus tamaulipensis","Amaranthaceae","L48(N)","native"
"Amaranthus thunbergii","Amaranthaceae","L48(I)","alien"
"Amaranthus torreyi","Amaranthaceae","L48(N)","native"
"Amaranthus tricolor","Amaranthaceae","L48(I)PR(I)VI(I)","alien"
"Amaranthus tuberculatus","Amaranthaceae","L48(N)CAN(N)","native"
"Amaranthus venulosus","Amaranthaceae","L48(N)","native"
"Amaranthus viridis","Amaranthaceae","L48(N)HI(I)VI(N)","native"
"Amaranthus watsonii","Amaranthaceae","L48(N)","native"
"Amaranthus wrightii","Amaranthaceae","L48(N)","native"
"Amaryllis","Liliaceae","L48(I)","alien"
"Amaryllis belladonna","Liliaceae","L48(I)","alien"
"Amberboa","Asteraceae","L48(I)","alien"
"Amberboa moschata","Asteraceae","L48(I)","alien"
"Amblyodon","Meesiaceae","NA(N)","native"
"Amblyodon dealbatus","Meesiaceae","NA(N)","native"
"Amblyolepis","Asteraceae","L48(N)","native"
"Amblyolepis setigera","Asteraceae","L48(N)","native"
"Amblyopappus","Asteraceae","L48(N)","native"
"Amblyopappus pusillus","Asteraceae","L48(N)","native"
"Amblyopyrum","Poaceae",NA,NA
"Amblyopyrum muticum","Poaceae",NA,NA
"Amblystegium","Amblystegiaceae","NA(N)","native"
"Amblystegium serpens","Amblystegiaceae","NA(N)","native"
"Amblystegium serpens var. juratzkanum","Amblystegiaceae","NA(N)","native"
"Amblystegium serpens var. serpens","Amblystegiaceae","NA(N)","native"
"Amblystegium varium","Amblystegiaceae","NA(N)","native"
"Ambrosia","Asteraceae","L48(I,N)CAN(N)","native"
"Ambrosia X helenae","Asteraceae","L48(N)CAN(N)","native"
"Ambrosia X intergradiens","Asteraceae","L48(N)","native"
"Ambrosia acanthicarpa","Asteraceae","L48(N)CAN(N)","native"
"Ambrosia ambrosioides","Asteraceae","L48(N)","native"
"Ambrosia artemisiifolia","Asteraceae","L48(I,N)HI(I)CAN(N)","native"
"Ambrosia artemisiifolia var. artemisiifolia","Asteraceae","L48(N)CAN(N)","native"
"Ambrosia artemisiifolia var. elatior","Asteraceae","L48(I)HI(I)CAN(N)","alien"
"Ambrosia artemisiifolia var. paniculata","Asteraceae","L48(N)","native"
"Ambrosia bidentata","Asteraceae","L48(N)","native"
"Ambrosia canescens","Asteraceae","L48(N)","native"
"Ambrosia chamissonis","Asteraceae","L48(N)AK(N)CAN(N)","native"
"Ambrosia cheiranthifolia","Asteraceae","L48(N)","native"
"Ambrosia chenopodiifolia","Asteraceae","L48(N)","native"
"Ambrosia confertiflora","Asteraceae","L48(N)PR(N)","native"
"Ambrosia cordifolia","Asteraceae","L48(N)","native"
"Ambrosia deltoidea","Asteraceae","L48(N)","native"
"Ambrosia dumosa","Asteraceae","L48(N)","native"
"Ambrosia eriocentra","Asteraceae","L48(N)","native"
"Ambrosia grayi","Asteraceae","L48(N)","native"
"Ambrosia hispida","Asteraceae","L48(N)PR(N)VI(N)","native"
"Ambrosia ilicifolia","Asteraceae","L48(N)","native"
"Ambrosia linearis","Asteraceae","L48(N)","native"
"Ambrosia peruviana","Asteraceae","PR(I)VI(I)",NA
"Ambrosia psilostachya","Asteraceae","L48(N)CAN(N)","native"
"Ambrosia pumila","Asteraceae","L48(N)","native"
"Ambrosia tenuifolia","Asteraceae","L48(I)PR(I)","alien"
"Ambrosia tomentosa","Asteraceae","L48(N)","native"
"Ambrosia trifida","Asteraceae","L48(N)CAN(N)","native"
"Ambrosia trifida var. texana","Asteraceae","L48(N)","native"
"Ambrosia trifida var. trifida","Asteraceae","L48(N)CAN(N)","native"
"Amelanchier","Rosaceae","L48(N)CAN(N)SPM(N)","native"
"Amelanchier X intermedia","Rosaceae","L48(N)CAN(N)","native"
"Amelanchier X neglecta","Rosaceae","L48(N)CAN(N)","native"
"Amelanchier X quinti-martii","Rosaceae","L48(N)CAN(N)","native"
"Amelanchier alnifolia","Rosaceae","L48(N)AK(N)CAN(N)","native"
"Amelanchier alnifolia var. alnifolia","Rosaceae","L48(N)AK(N)CAN(N)","native"
"Amelanchier alnifolia var. cusickii","Rosaceae","L48(N)CAN(N)","native"
"Amelanchier alnifolia var. humptulipensis","Rosaceae","L48(N)CAN(N)","native"
"Amelanchier alnifolia var. semiintegrifolia","Rosaceae","L48(N)AK(N)CAN(N)","native"
"Amelanchier arborea","Rosaceae","L48(N)CAN(N)","native"
"Amelanchier arborea var. alabamensis","Rosaceae","L48(N)","native"
"Amelanchier arborea var. arborea","Rosaceae","L48(N)CAN(N)","native"
"Amelanchier arborea var. austromontana","Rosaceae","L48(N)","native"
"Amelanchier asiatica","Rosaceae",NA,NA
"Amelanchier bartramiana","Rosaceae","L48(N)CAN(N)SPM(N)","native"
"Amelanchier canadensis","Rosaceae","L48(N)CAN(N)","native"
"Amelanchier humilis","Rosaceae","L48(N)CAN(N)","native"
"Amelanchier interior","Rosaceae","L48(N)CAN(N)","native"
"Amelanchier laevis","Rosaceae","L48(N)CAN(N)SPM(N)","native"
"Amelanchier lamarckii","Rosaceae",NA,NA
"Amelanchier nantucketensis","Rosaceae","L48(N)","native"
"Amelanchier obovalis","Rosaceae","L48(N)","native"
"Amelanchier ovalis","Rosaceae",NA,NA
"Amelanchier pallida","Rosaceae","L48(N)","native"
"Amelanchier pumila","Rosaceae","L48(N)","native"
"Amelanchier sanguinea","Rosaceae","L48(N)CAN(N)","native"
"Amelanchier sanguinea var. gaspensis","Rosaceae","L48(N)CAN(N)","native"
"Amelanchier sanguinea var. sanguinea","Rosaceae","L48(N)CAN(N)","native"
"Amelanchier stolonifera","Rosaceae","L48(N)CAN(N)","native"
"Amelanchier utahensis","Rosaceae","L48(N)","native"
"Amelanchier utahensis var. covillei","Rosaceae","L48(N)","native"
"Amelanchier utahensis var. utahensis","Rosaceae","L48(N)","native"
"XAmelasorbus","Rosaceae","L48(N)","native"
"XAmelasorbus jackii","Rosaceae","L48(N)","native"
"Amerorchis","Orchidaceae","L48(N)CAN(N)GL(N)","native"
"Amerorchis rotundifolia","Orchidaceae","L48(N)AK(N)CAN(N)GL(N)","native"
"Amianthium","Liliaceae","L48(N)","native"
"Amianthium muscitoxicum","Liliaceae","L48(N)","native"
"Ammannia","Lythraceae","L48(N)CAN(N)","native"
"Ammannia auriculata","Lythraceae","L48(N)PR(N)","native"
"Ammannia baccifera","Lythraceae","L48(I)PR(N)","alien"
"Ammannia coccinea","Lythraceae","L48(N)HI(I)PR(N)VI(N)","native"
"Ammannia latifolia","Lythraceae","L48(N)PR(N)VI(N)","native"
"Ammannia multiflora","Lythraceae","L48(I)","alien"
"Ammannia robusta","Lythraceae","L48(N)CAN(N)","native"
"Ammannia senegalensis","Lythraceae",NA,NA
"Ammi","Apiaceae","L48(I)","alien"
"Ammi majus","Apiaceae","L48(I)","alien"
"Ammi visnaga","Apiaceae","L48(I)","alien"
"XAmmocalamagrostis","Poaceae",NA,NA
"XAmmocalamagrostis baltica","Poaceae",NA,NA
"Ammocharis","Liliaceae",NA,NA
"Ammocharis tinneana","Liliaceae",NA,NA
"Ammocodon","Nyctaginaceae","L48(N)","native"
"Ammocodon chenopodioides","Nyctaginaceae","L48(N)","native"
"Ammophila","Poaceae","L48(I,N)CAN(I,N)SPM(N)","native"
"Ammophila arenaria","Poaceae","L48(I)HI(I)CAN(I)","alien"
"Ammophila arenaria ssp. arundinacea","Poaceae",NA,NA
"Ammophila breviligulata","Poaceae","L48(N)CAN(N)SPM(N)","native"
"Ammophila champlainensis","Poaceae","L48(N)","native"
"Ammoselinum","Apiaceae","L48(N)","native"
"Ammoselinum butleri","Apiaceae","L48(N)","native"
"Ammoselinum giganteum","Apiaceae","L48(N)","native"
"Ammoselinum popei","Apiaceae","L48(N)","native"
"Amomum","Zingiberaceae",NA,NA
"Amomum compactum","Zingiberaceae",NA,NA
"Amomum gracile","Zingiberaceae",NA,NA
"Amoreuxia","Bixaceae","L48(N)","native"
"Amoreuxia gonzalezii","Bixaceae","L48(N)","native"
"Amoreuxia palmatifida","Bixaceae","L48(N)","native"
"Amoreuxia wrightii","Bixaceae","L48(N)","native"
"Amorpha","Fabaceae","L48(N)CAN(N)","native"
"Amorpha X notha","Fabaceae","L48(N)","native"
"Amorpha californica","Fabaceae","L48(N)","native"
"Amorpha californica var. californica","Fabaceae","L48(N)","native"
"Amorpha californica var. napensis","Fabaceae","L48(N)","native"
"Amorpha canescens","Fabaceae","L48(N)CAN(N)","native"
"Amorpha fruticosa","Fabaceae","L48(N)CAN(N)","native"
"Amorpha georgiana","Fabaceae","L48(N)","native"
"Amorpha georgiana var. confusa","Fabaceae","L48(N)","native"
"Amorpha georgiana var. georgiana","Fabaceae","L48(N)","native"
"Amorpha glabra","Fabaceae","L48(N)","native"
"Amorpha herbacea","Fabaceae","L48(N)","native"
"Amorpha herbacea var. crenulata","Fabaceae","L48(N)","native"
"Amorpha herbacea var. herbacea","Fabaceae","L48(N)","native"
"Amorpha laevigata","Fabaceae","L48(N)","native"
"Amorpha nana","Fabaceae","L48(N)CAN(N)","native"
"Amorpha nitens","Fabaceae","L48(N)","native"
"Amorpha ouachitensis","Fabaceae","L48(N)","native"
"Amorpha paniculata","Fabaceae","L48(N)","native"
"Amorpha roemeriana","Fabaceae","L48(N)","native"
"Amorpha schwerinii","Fabaceae","L48(N)","native"
"Amorphophallus","Araceae",NA,NA
"Amorphophallus konjac","Araceae",NA,NA
"Amorphophallus paeoniifolius","Araceae",NA,NA
"Ampelaster","Asteraceae","L48(N)","native"
"Ampelaster carolinianus","Asteraceae","L48(N)","native"
"Ampelodesmos","Poaceae","L48(I)","alien"
"Ampelodesmos mauritanicus","Poaceae","L48(I)","alien"
"Ampelopsis","Vitaceae","L48(I,N)","native"
"Ampelopsis aconitifolia","Vitaceae","L48(I)","alien"
"Ampelopsis brevipedunculata","Vitaceae","L48(I)","alien"
"Ampelopsis cordata","Vitaceae","L48(N)","native"
"Ampelopsis mexicana","Vitaceae",NA,NA
"Amphiachyris","Asteraceae","L48(N)","native"
"Amphiachyris amoena","Asteraceae","L48(N)","native"
"Amphiachyris dracunculoides","Asteraceae","L48(N)","native"
"Amphianthus","Scrophulariaceae","L48(N)","native"
"Amphianthus pusillus","Scrophulariaceae","L48(N)","native"
"Amphibromus","Poaceae","L48(I)","alien"
"Amphibromus neesii","Poaceae","L48(I)","alien"
"Amphibromus scabrivalvis","Poaceae","L48(I)","alien"
"Amphicarpaea","Fabaceae","L48(N)CAN(N)","native"
"Amphicarpaea bracteata","Fabaceae","L48(N)CAN(N)","native"
"Amphicarpaea bracteata var. bracteata","Fabaceae","L48(N)CAN(N)","native"
"Amphicarpaea bracteata var. comosa","Fabaceae","L48(N)CAN(N)","native"
"Amphicarpum","Poaceae","L48(N)","native"
"Amphicarpum muehlenbergianum","Poaceae","L48(N)","native"
"Amphicarpum purshii","Poaceae","L48(N)","native"
"Amphidium","Orthotrichaceae","NA(N)","native"
"Amphidium californicum","Orthotrichaceae","NA(N)","native"
"Amphidium lapponicum","Orthotrichaceae","NA(N)","native"
"Amphidium mougeotii","Orthotrichaceae","NA(N)","native"
"Amphilophium","Bignoniaceae",NA,NA
"Amphilophium paniculatum","Bignoniaceae","PR(N)",NA
"Amphipappus","Asteraceae","L48(N)","native"
"Amphipappus fremontii","Asteraceae","L48(N)","native"
"Amphipappus fremontii ssp. fremontii","Asteraceae","L48(N)","native"
"Amphipappus fremontii ssp. spinosus","Asteraceae","L48(N)","native"
"Amphitecna","Bignoniaceae","L48(N)","native"
"Amphitecna latifolia","Bignoniaceae","L48(N)PR(N)VI(N)","native"
"Amsinckia","Boraginaceae","L48(N)CAN(N)","native"
"Amsinckia carinata","Boraginaceae","L48(N)","native"
"Amsinckia douglasiana","Boraginaceae","L48(N)","native"
"Amsinckia eastwoodiae","Boraginaceae","L48(N)","native"
"Amsinckia grandiflora","Boraginaceae","L48(N)","native"
"Amsinckia lunaris","Boraginaceae","L48(N)","native"
"Amsinckia lycopsoides","Boraginaceae","L48(N)AK(I)CAN(N)","native"
"Amsinckia menziesii","Boraginaceae","L48(N)AK(I)HI(I?)CAN(N)","native"
"Amsinckia menziesii var. intermedia","Boraginaceae","L48(N)AK(I)HI(I?)CAN(N)","native"
"Amsinckia menziesii var. menziesii","Boraginaceae","L48(N)CAN(N)","native"
"Amsinckia spectabilis","Boraginaceae","L48(N)CAN(N)","native"
"Amsinckia tessellata","Boraginaceae","L48(N)CAN(N)","native"
"Amsinckia tessellata var. gloriosa","Boraginaceae","L48(N)","native"
"Amsinckia tessellata var. tessellata","Boraginaceae","L48(N)","native"
"Amsinckia vernicosa","Boraginaceae","L48(N)","native"
"Amsinckia vernicosa var. furcata","Boraginaceae","L48(N)","native"
"Amsinckia vernicosa var. vernicosa","Boraginaceae","L48(N)","native"
"Amsonia","Apocynaceae","L48(N)","native"
"Amsonia ciliata","Apocynaceae","L48(N)","native"
"Amsonia ciliata var. ciliata","Apocynaceae","L48(N)","native"
"Amsonia ciliata var. tenuifolia","Apocynaceae","L48(N)","native"
"Amsonia ciliata var. texana","Apocynaceae","L48(N)","native"
"Amsonia fugatei","Apocynaceae","L48(N)","native"
"Amsonia grandiflora","Apocynaceae","L48(N)","native"
"Amsonia hubrichtii","Apocynaceae","L48(N)","native"
"Amsonia illustris","Apocynaceae","L48(N)","native"
"Amsonia jonesii","Apocynaceae","L48(N)","native"
"Amsonia kearneyana","Apocynaceae","L48(N)","native"
"Amsonia longiflora","Apocynaceae","L48(N)","native"
"Amsonia longiflora var. longiflora","Apocynaceae","L48(N)","native"
"Amsonia longiflora var. salpignantha","Apocynaceae","L48(N)","native"
"Amsonia ludoviciana","Apocynaceae","L48(N)","native"
"Amsonia palmeri","Apocynaceae","L48(N)","native"
"Amsonia peeblesii","Apocynaceae","L48(N)","native"
"Amsonia repens","Apocynaceae","L48(N)","native"
"Amsonia rigida","Apocynaceae","L48(N)","native"
"Amsonia tabernaemontana","Apocynaceae","L48(N)","native"
"Amsonia tabernaemontana var. gattingeri","Apocynaceae","L48(N)","native"
"Amsonia tabernaemontana var. salicifolia","Apocynaceae","L48(N)","native"
"Amsonia tabernaemontana var. tabernaemontana","Apocynaceae","L48(N)","native"
"Amsonia tharpii","Apocynaceae","L48(N)","native"
"Amsonia tomentosa","Apocynaceae","L48(N)","native"
"Amsonia tomentosa var. stenophylla","Apocynaceae","L48(N)","native"
"Amsonia tomentosa var. tomentosa","Apocynaceae","L48(N)","native"
"Amygdalaria","Porpidiaceae","NA(N)","native"
"Amygdalaria consentiens","Porpidiaceae","NA(N)","native"
"Amygdalaria continua","Porpidiaceae","NA(N)","native"
"Amygdalaria elegantior","Porpidiaceae","NA(N)","native"
"Amygdalaria haidensis","Porpidiaceae","NA(N)","native"
"Amygdalaria panaeola","Porpidiaceae","NA(N)","native"
"Amygdalaria pelobotryon","Porpidiaceae","NA(N)","native"
"Amygdalaria subdissentiens","Porpidiaceae","NA(N)","native"
"Amyris","Rutaceae","L48(N)","native"
"Amyris balsamifera","Rutaceae","L48(N)PR(N)","native"
"Amyris diatrypa","Rutaceae","VI(N)",NA
"Amyris elemifera","Rutaceae","L48(N)PR(N)VI(N)","native"
"Amyris madrensis","Rutaceae","L48(N)","native"
"Amyris texana","Rutaceae","L48(N)","native"
"Anacamptodon","Fabroniaceae","NA(N)","native"
"Anacamptodon splachnoides","Fabroniaceae","NA(N)","native"
"Anacardium","Anacardiaceae",NA,NA
"Anacardium occidentale","Anacardiaceae","L48(I)PR(I)VI(I)","alien"
"Anacolia","Bartramiaceae","NA(N)","native"
"Anacolia laevisphaera","Bartramiaceae","NA(N)","native"
"Anacolia menziesii","Bartramiaceae","NA(N)","native"
"Anacolia menziesii var. baueri","Bartramiaceae","NA(N)","native"
"Anacolia menziesii var. menziesii","Bartramiaceae","NA(N)","native"
"Anacolosa","Olacaceae",NA,NA
"Anacolosa glochidiiformis","Olacaceae","L48(N)","native"
"Anacyclus","Asteraceae","L48(I)","alien"
"Anacyclus clavatus","Asteraceae","L48(I)","alien"
"Anadenanthera","Fabaceae",NA,NA
"Anadenanthera peregrina","Fabaceae","PR(N)",NA
"Anagallis","Primulaceae","L48(I,N)CAN(I,N)GL(I)SPM(W)","native"
"Anagallis arvensis","Primulaceae","L48(I)HI(I)PR(I)CAN(NI)GL(I)","alien"
"Anagallis arvensis ssp. arvensis","Primulaceae","L48(I)HI(I)PR(I)CAN(I)GL(I)","alien"
"Anagallis arvensis ssp. foemina","Primulaceae","L48(I)CAN(N)","alien"
"Anagallis minima","Primulaceae","L48(N)CAN(N)","native"
"Anagallis monelli","Primulaceae","L48(I)","alien"
"Anagallis pumila","Primulaceae","L48(N)","native"
"Anagallis tenella","Primulaceae","SPM(W)",NA
"Anamylospora","Porpidiaceae","NA(N)","native"
"Anamylospora pulcherrima","Porpidiaceae","NA(N)","native"
"Ananas","Bromeliaceae","L48(I)","alien"
"Ananas comosus","Bromeliaceae","L48(I)PR(I)","alien"
"Anaphalis","Asteraceae","L48(N)CAN(N)SPM(N)","native"
"Anaphalis margaritacea","Asteraceae","L48(N)AK(N)CAN(N)SPM(N)","native"
"Anaptychia","Physciaceae","NA(N)","native"
"Anaptychia bryorum","Physciaceae","NA(N)","native"
"Anaptychia palmulata","Physciaceae","NA(N)","native"
"Anaptychia setifera","Physciaceae","NA(N)","native"
"Anaptychia ulotrichoides","Physciaceae","NA(N)","native"
"Anastrepta","Jungermanniaceae","NA(N)","native"
"Anastrepta orcadensis","Jungermanniaceae","NA(N)","native"
"Anastrophyllum","Jungermanniaceae","NA(N)","native"
"Anastrophyllum assimile","Jungermanniaceae","NA(N)","native"
"Anastrophyllum donianum","Jungermanniaceae","NA(N)","native"
"Anastrophyllum helleranum","Jungermanniaceae","NA(N)","native"
"Anastrophyllum michauxii","Jungermanniaceae","NA(N)","native"
"Anastrophyllum minutum","Jungermanniaceae","NA(N)","native"
"Anastrophyllum minutum var. grandis","Jungermanniaceae","NA(N)","native"
"Anastrophyllum minutum var. minutum","Jungermanniaceae","NA(N)","native"
"Anastrophyllum saxicola","Jungermanniaceae","NA(N)","native"
"Anastrophyllum sphenoloboides","Jungermanniaceae","NA(N)","native"
"Anastrophyllum tenue","Jungermanniaceae","NA(N)","native"
"Anchusa","Boraginaceae","L48(I)CAN(I)","alien"
"Anchusa arvensis","Boraginaceae","L48(I)CAN(I)","alien"
"Anchusa azurea","Boraginaceae","L48(I)CAN(I)","alien"
"Anchusa barrelieri","Boraginaceae","L48(I)","alien"
"Anchusa capensis","Boraginaceae","L48(I)","alien"
"Anchusa officinalis","Boraginaceae","L48(I)CAN(I)","alien"
"Ancistrachne","Poaceae",NA,NA
"Ancistrachne uncinulata","Poaceae",NA,NA
"Ancistrocactus","Cactaceae","L48(N)","native"
"Ancistrocactus brevihamatus","Cactaceae","L48(N)","native"
"Ancistrocactus brevihamatus var. brevihamatus","Cactaceae","L48(N)","native"
"Ancistrocactus brevihamatus var. pallidus","Cactaceae","L48(N)","native"
"Ancistrocactus scheeri","Cactaceae","L48(N)","native"
"Ancistrocactus tobuschii","Cactaceae","L48(N)","native"
"Ancistrocarphus","Asteraceae","L48(N)","native"
"Ancistrocarphus filagineus","Asteraceae","L48(N)","native"
"Andira","Fabaceae","L48(N)","native"
"Andira inermis","Fabaceae","L48(N)PR(N)VI(N)","native"
"Andreaea","Andreaeaceae","NA(N)","native"
"Andreaea alpestris","Andreaeaceae","NA(N)","native"
"Andreaea blyttii","Andreaeaceae","NA(N)","native"
"Andreaea crassinervia","Andreaeaceae","NA(N)","native"
"Andreaea heinemannii","Andreaeaceae","NA(N)","native"
"Andreaea megistospora","Andreaeaceae","NA(N)","native"
"Andreaea megistospora var. epapillosa","Andreaeaceae","NA(N)","native"
"Andreaea megistospora var. megistospora","Andreaeaceae","NA(N)","native"
"Andreaea mutabilis","Andreaeaceae","NA(N)","native"
"Andreaea nivalis","Andreaeaceae","NA(N)","native"
"Andreaea obovata","Andreaeaceae","NA(N)","native"
"Andreaea rothii","Andreaeaceae","NA(N)","native"
"Andreaea rothii var. papillosa","Andreaeaceae","NA(N)","native"
"Andreaea rothii var. rothii","Andreaeaceae","NA(N)","native"
"Andreaea rupestris","Andreaeaceae","NA(N)","native"
"Andreaea rupestris var. papillosa","Andreaeaceae","NA(N)","native"
"Andreaea rupestris var. rupestris","Andreaeaceae","NA(N)","native"
"Andreaea schofieldiana","Andreaeaceae","NA(N)","native"
"Andreaea sinuosa","Andreaeaceae","NA(N)","native"
"Andreaeobryum","Andreaeobryaceae","NA(N)","native"
"Andreaeobryum macrosporum","Andreaeobryaceae","NA(N)","native"
"Andrographis","Acanthaceae","L48(I)","alien"
"Andrographis echioides","Acanthaceae","L48(I)","alien"
"Andrographis paniculata","Acanthaceae","L48(I)","alien"
"Andromeda","Ericaceae","L48(N)CAN(N)GL(N)SPM(N)","native"
"Andromeda X jamesiana","Ericaceae","CAN(N)NA(N)","native"
"Andromeda polifolia","Ericaceae","L48(N)AK(N)CAN(N)GL(N)SPM(N)","native"
"Andromeda polifolia var. glaucophylla","Ericaceae","L48(N)CAN(N)GL(N)SPM(N)","native"
"Andromeda polifolia var. polifolia","Ericaceae","L48(N)AK(N)CAN(N)GL(N)","native"
"Andropogon","Poaceae","L48(I,N)CAN(N)","native"
"Andropogon arctatus","Poaceae","L48(N)","native"
"Andropogon bicornis","Poaceae","L48(I)PR(N)VI(N)","alien"
"Andropogon brachystachyus","Poaceae","L48(N)","native"
"Andropogon capillipes","Poaceae","L48(N)","native"
"Andropogon floridanus","Poaceae","L48(N)","native"
"Andropogon fragilis","Poaceae",NA,NA
"Andropogon gayanus","Poaceae",NA,NA
"Andropogon gerardii","Poaceae","L48(N)CAN(N)","native"
"Andropogon glaucopsis","Poaceae","L48(N)","native"
"Andropogon glomeratus","Poaceae","L48(N)HI(I)PR(N)VI(I)","native"
